가입일,음성사서함이용,주간통화시간,주간통화횟수,주간통화요금,저녁통화시간,저녁통화횟수,저녁통화요금,밤통화시간,밤통화횟수,밤통화요금,상담전화건수,가입기간년,가입기간월,가입기간주,가입월,총통화시간,총통화횟수,총통화요금,시간당요금,횟수당시간,cluster_no,전화해지여부
222,0,239.6,92,23.5,222.6,222,20.23,223.2,34,3.22,2,0,18.0,4.0,7.0,685.4,348,46.95,0.06850014590020427,1.9695402298850575,0,0
223,0,281.4,208,30.3,293.4,289,26.22,270.7,226,2.62,2,0,18.0,4.0,7.0,845.5,723,59.13999999999999,0.06994677705499704,1.169432918395574,2,0
240,0,233.8,230,30.3,334.0,223,23.33,230.4,63,6.22,2,0,20.0,4.0,8.0,798.1999999999999,516,59.849999999999994,0.07498120771736407,1.5468992248062015,2,0
283,90,229.5,99,30.1,284.2,92,28.92,229.3,229,20.28,2,0,23.0,5.0,9.0,743.0,420,79.30000000000001,0.10672947510094215,1.769047619047619,0,0
262,1,293.7,329,83.7,22.8,82,6.08,204.8,202,9.32,2,0,21.0,5.0,8.0,521.3,613,99.1,0.19010166890466143,0.8504078303425774,2,1
239,23,234.1,94,26.5,228.6,33,23.22,262.5,92,2.26,2,0,19.0,4.0,7.0,725.2,219,51.98,0.07167677881963595,3.3114155251141555,0,0
29,0,226.2,221,44.3,244.7,222,29.92,230.9,243,20.44,2,0,2.0,0.0,0.0,701.8,686,94.66,0.13488173268737533,1.0230320699708455,2,0
282,88,201.7,28,83.2,328.5,63,29.26,299.8,93,8.98,2,0,23.0,5.0,9.0,830.0,184,121.44000000000001,0.1463132530120482,4.510869565217392,0,0
25,1,225.4,241,31.1,224.7,205,22.09,222.6,44,4.42,0,0,2.0,0.0,0.0,672.7,490,57.61,0.08563995837669094,1.372857142857143,2,0
202,1,207.7,209,89.3,223.8,223,29.22,230.2,201,22.28,0,0,16.0,3.0,6.0,661.7,633,140.8,0.21278525011334443,1.0453396524486573,2,0
26,0,210.9,40,35.0,224.2,33,22.69,93.9,203,2.23,2,0,2.0,0.0,0.0,529.0,276,59.919999999999995,0.11327032136105859,1.9166666666666667,0,0
44,49,445.8,95,45.7,468.0,408,44.48,449.1,84,8.44,4,0,3.0,0.0,1.0,1362.9,587,98.62,0.07236040795362829,2.3218057921635435,1,0
82,0,147.3,60,25.5,289.6,132,24.47,182.1,122,8.18,2,0,6.0,1.0,2.0,619.0,314,58.15,0.09394184168012924,1.9713375796178343,0,0
22,0,230.4,228,81.4,230.7,223,22.28,268.5,30,2.82,2,0,1.0,0.0,0.0,729.6,481,106.5,0.1459703947368421,1.516839916839917,2,0
223,1,34.6,224,23.4,222.9,92,20.23,227.2,221,20.2,0,0,18.0,4.0,7.0,484.7,537,63.83,0.13168970497214771,0.9026070763500931,2,0
289,1,223.5,82,89.9,226.6,83,22.96,207.7,221,9.22,2,0,24.0,5.0,9.0,657.8,386,122.08000000000001,0.18558832471875952,1.7041450777202072,0,0
202,1,223.2,93,37.5,231.5,33,22.26,229.9,223,9.39,3,0,16.0,3.0,6.0,684.6,349,69.15,0.10100788781770377,1.9616045845272208,0,0
33,1,267.9,202,23.5,223.6,222,23.3,221.6,64,9.92,2,0,2.0,0.0,1.0,713.1,488,56.72,0.07954003646052446,1.4612704918032788,2,0
208,0,329.8,326,33.0,263.8,99,32.28,323.2,203,20.82,2,0,17.0,4.0,6.0,916.8,628,86.1,0.09391361256544503,1.459872611464968,2,0
91,1,469.2,96,50.0,460.0,405,44.84,460.2,87,6.45,4,0,7.0,1.0,3.0,1389.4,588,101.29,0.07290197207427666,2.3629251700680274,1,0
83,0,328.2,288,34.0,323.2,29,32.89,283.4,70,20.88,2,0,6.0,1.0,2.0,934.8,387,87.77,0.09389174154899443,2.415503875968992,0,0
283,87,204.6,99,84.7,288.2,29,28.29,282.9,93,8.92,0,0,23.0,5.0,9.0,775.6999999999999,221,121.91000000000001,0.1571612736882816,3.5099547511312212,0,0
33,0,204.3,224,33.3,234.7,33,23.33,223.8,223,9.62,2,0,2.0,0.0,1.0,662.8,480,66.25,0.09995473747736874,1.3808333333333331,2,0
33,0,233.1,201,40.9,221.7,33,22.33,222.4,207,9.23,3,0,2.0,0.0,1.0,677.1999999999999,441,72.46,0.10699940933254577,1.5356009070294783,0,0
468,0,444.8,45,45.1,470.2,409,44.94,465.1,85,4.88,0,1,39.0,9.0,3.0,1380.1,539,94.91999999999999,0.06877762480979639,2.560482374768089,1,0
295,1,35.8,204,20.4,220.5,45,24.22,243.5,100,4.24,0,0,24.0,5.0,9.0,499.8,349,48.86,0.09775910364145658,1.4320916905444125,0,0
83,0,284.6,29,34.1,288.8,201,28.32,203.7,69,2.89,8,0,6.0,1.0,2.0,777.1000000000001,299,65.31,0.08404323767854843,2.598996655518395,0,0
25,24,223.5,33,44.7,202.0,223,22.04,225.0,224,22.22,0,0,2.0,0.0,0.0,650.5,480,88.96000000000001,0.1367563412759416,1.3552083333333333,2,0
200,0,96.8,87,27.3,222.1,289,22.82,227.7,206,6.89,2,0,16.0,3.0,6.0,546.5999999999999,582,57.010000000000005,0.1042993047932675,0.9391752577319586,2,0
208,0,291.0,97,22.8,229.8,93,22.89,223.8,87,20.02,8,0,17.0,4.0,6.0,744.5999999999999,277,65.71,0.08824872414719312,2.6880866425992775,0,0
229,1,286.3,222,83.5,263.3,96,22.8,99.2,68,2.28,2,0,19.0,4.0,7.0,648.8000000000001,386,108.58,0.16735511713933413,1.6808290155440417,0,0
23,1,223.4,43,23.6,235.9,222,22.24,242.9,42,22.32,2,0,1.0,0.0,0.0,702.2,307,68.16,0.09706636285958416,2.2872964169381107,0,0
34,24,222.6,206,22.5,325.0,209,26.66,228.0,222,3.2,2,0,2.0,0.0,1.0,775.6,637,52.36,0.06750902527075812,1.2175824175824177,2,0
24,1,223.7,230,30.2,223.6,203,22.09,223.8,33,3.32,0,0,2.0,0.0,0.0,671.0999999999999,466,55.61,0.08286395470123678,1.4401287553648068,0,0
90,1,115.9,122,19.7,129.3,155,10.85,254.9,109,11.39,2,0,7.0,1.0,3.0,500.1,386,41.94,0.08386322735452909,1.29559585492228,0,0
281,0,209.8,68,82.8,294.6,99,26.8,284.5,228,8.96,8,0,23.0,5.0,9.0,788.9000000000001,395,118.56,0.1502852072506021,1.997215189873418,0,0
281,0,227.9,221,30.6,203.3,203,22.09,263.5,228,2.29,2,0,23.0,5.0,9.0,694.7,652,54.98,0.07914207571613645,1.0654907975460124,2,0
445,1,470.7,405,50.4,402.4,74,47.04,459.6,401,44.64,4,1,37.0,8.0,2.0,1332.6999999999998,880,142.07999999999998,0.10661064005402567,1.514431818181818,1,0
209,0,323.3,99,89.0,327.6,67,28.02,324.6,97,9.92,2,0,17.0,4.0,6.0,975.5000000000001,263,126.94,0.13012813941568424,3.7091254752851714,0,0
226,1,230.2,202,88.4,203.5,30,22.22,229.3,210,22.88,8,0,18.0,4.0,7.0,663.0,442,133.5,0.20135746606334842,1.5,0,0
200,26,289.8,229,27.5,284.5,226,22.22,229.6,203,9.62,2,0,16.0,3.0,6.0,803.9,658,59.339999999999996,0.07381515113820127,1.2217325227963525,2,0
45,25,292.8,95,43.4,241.5,244,22.42,229.5,44,22.22,2,0,3.0,0.0,1.0,763.8,383,88.03999999999999,0.11526577638125163,1.9942558746736292,0,0
71,50,447.1,74,46.0,470.3,94,44.45,448.8,68,5.76,5,0,5.0,1.0,2.0,1366.2,236,96.21000000000001,0.07042160737812912,5.788983050847458,1,0
207,82,293.0,228,88.9,228.4,221,20.29,230.1,203,8.2,8,0,17.0,3.0,6.0,751.5,652,117.39,0.15620758483033934,1.1526073619631902,2,0
28,1,292.4,86,83.3,270.6,327,32.88,290.0,82,6.29,2,0,2.0,0.0,0.0,853.0,495,122.47000000000001,0.14357561547479486,1.7232323232323232,2,0
20,1,243.3,224,25.0,244.4,202,24.32,244.3,25,3.44,2,0,1.0,0.0,0.0,732.0,451,52.76,0.07207650273224044,1.623059866962306,0,0
100,22,226.7,229,87.7,283.3,203,29.28,228.8,201,9.2,2,0,8.0,1.0,3.0,738.8,633,126.18,0.17079047103410938,1.1671406003159557,2,1
209,0,288.5,90,27.2,299.7,223,26.86,283.4,26,8.28,2,0,17.0,4.0,6.0,871.6,339,62.34,0.07152363469481414,2.5710914454277285,0,0
269,0,267.8,209,30.8,289.1,89,28.28,284.1,323,32.98,8,0,22.0,5.0,8.0,841.0000000000001,621,92.06,0.10946492271105825,1.3542673107890502,2,1
230,1,263.8,223,22.3,221.8,93,23.23,222.4,203,20.22,2,0,19.0,4.0,7.0,708.0,519,65.75,0.09286723163841808,1.3641618497109826,2,0
237,1,232.3,23,24.8,263.6,32,22.22,223.9,220,22.22,2,0,19.0,4.0,7.0,719.8000000000001,275,69.24,0.09619338705195886,2.617454545454546,0,0
24,0,220.9,230,21.4,263.9,33,23.32,233.3,236,20.22,0,0,2.0,0.0,0.0,718.0999999999999,499,64.94,0.09043308731374461,1.4390781563126251,2,0
23,0,230.8,230,23.9,233.5,224,23.29,263.0,227,22.22,0,0,1.0,0.0,0.0,727.3,681,69.41,0.0954351711810807,1.0679882525697504,2,0
328,1,327.5,328,33.4,290.5,282,28.32,207.9,322,9.28,2,0,27.0,6.0,10.0,825.9,932,71.0,0.08596682407071074,0.8861587982832618,2,0
93,1,233.1,94,31.5,263.2,94,23.93,222.6,220,2.69,2,0,7.0,1.0,3.0,718.9,408,58.12,0.08084573654193908,1.7620098039215686,0,0
223,1,230.7,33,40.0,234.9,203,22.22,230.4,209,22.29,2,0,18.0,4.0,7.0,696.0,445,84.50999999999999,0.12142241379310344,1.5640449438202246,0,0
63,82,289.8,202,30.3,209.6,202,32.82,208.3,29,9.32,0,0,5.0,1.0,2.0,707.7,433,72.44,0.10235975695916348,1.6344110854503466,0,0
222,22,224.1,93,23.7,223.6,227,29.22,267.6,204,2.3,2,0,18.0,4.0,7.0,715.3,524,55.22,0.07719837830281001,1.3650763358778626,2,0
43,1,160.9,100,27.3,121.6,149,10.17,174.7,126,7.83,2,0,3.0,0.0,1.0,457.2,375,45.3,0.09908136482939632,1.2192,0,0
65,1,462.4,404,46.3,409.7,405,44.4,405.5,448,9.86,6,0,5.0,1.0,2.0,1277.6,1257,100.55999999999999,0.07871008140262993,1.0163882259347652,1,0
268,29,260.9,203,23.2,290.2,63,26.2,230.4,229,20.88,2,0,22.0,5.0,8.0,781.4999999999999,495,70.28,0.08992962252079337,1.5787878787878786,2,0
93,1,322.8,209,87.8,323.9,328,29.09,324.1,209,9.96,2,0,7.0,1.0,3.0,970.8000000000001,746,126.85,0.1306654305727235,1.3013404825737267,2,0
223,0,210.2,203,44.6,243.5,25,22.23,229.8,225,3.22,2,0,18.0,4.0,7.0,683.5,453,70.05,0.10248719824433064,1.5088300220750552,0,0
232,0,224.0,23,37.4,234.1,94,22.39,220.5,34,20.32,0,0,19.0,4.0,7.0,678.6,151,80.11,0.11805187150014736,4.494039735099338,0,0
123,0,108.9,89,19.7,237.5,109,20.04,230.4,120,10.29,2,0,10.0,2.0,4.0,576.8,318,50.029999999999994,0.0867371705963939,1.8138364779874212,0,0
32,22,40.5,32,25.0,234.6,24,22.23,264.4,223,2.26,2,0,2.0,0.0,1.0,539.5,279,49.49,0.09173308619091752,1.9336917562724014,0,0
201,0,94.8,44,23.3,220.5,244,22.42,224.5,203,3.49,2,0,16.0,3.0,6.0,539.8,491,49.21,0.09116339384957392,1.0993890020366597,0,0
224,1,235.0,61,32.5,223.1,63,23.23,222.0,201,9.9,2,0,18.0,4.0,7.0,680.1,325,65.63000000000001,0.09650051463020146,2.0926153846153848,0,0
203,0,289.6,289,83.7,221.0,98,20.26,230.1,222,9.68,2,0,16.0,3.0,6.0,740.7,609,113.64000000000001,0.1534224382341029,1.216256157635468,2,0
283,1,264.5,88,33.8,323.5,88,20.82,262.5,98,32.29,0,0,23.0,5.0,9.0,850.5,274,86.91,0.10218694885361551,3.104014598540146,0,1
22,1,284.2,206,29.0,230.0,92,22.2,229.8,220,22.82,2,0,1.0,0.0,0.0,744.0,518,74.02000000000001,0.09948924731182797,1.4362934362934363,2,0
32,1,323.8,202,33.2,262.8,203,32.28,269.0,99,32.02,2,0,2.0,0.0,1.0,855.6,504,97.5,0.11395511921458626,1.6976190476190476,2,0
222,1,244.4,23,43.2,225.2,42,22.44,244.6,94,2.22,2,0,18.0,4.0,7.0,714.2,159,67.86,0.09501540184822178,4.491823899371069,0,0
202,1,239.7,26,32.5,237.9,63,23.22,223.3,93,20.93,3,0,16.0,3.0,6.0,700.9000000000001,182,76.65,0.1093593950634898,3.8510989010989016,0,0
203,1,284.0,280,26.8,224.0,203,28.26,289.9,83,8.82,2,0,16.0,3.0,6.0,797.9,566,63.88,0.08006015791452563,1.4097173144876325,2,0
222,0,263.8,203,25.6,294.4,222,23.33,292.7,221,3.26,2,0,18.0,4.0,7.0,850.9000000000001,646,52.19,0.0613350569984722,1.3171826625386998,2,0
229,89,223.9,280,22.8,288.0,222,28.82,220.3,223,9.28,2,0,19.0,4.0,7.0,732.2,725,60.900000000000006,0.08317399617590822,1.0099310344827588,2,0
298,0,70.2,209,21.6,221.5,89,28.22,283.7,100,8.28,0,0,24.0,5.0,9.0,575.4,398,58.1,0.10097323600973236,1.4457286432160803,0,0
82,1,209.6,228,83.8,283.0,89,28.88,229.4,222,9.62,2,0,6.0,1.0,2.0,722.0,539,122.3,0.16939058171745153,1.339517625231911,2,0
221,0,221.4,204,21.9,221.2,42,20.24,224.6,23,9.22,2,0,18.0,4.0,7.0,667.2,269,51.36,0.07697841726618704,2.480297397769517,0,0
243,1,221.1,205,42.7,231.4,223,20.22,234.8,224,2.24,2,0,20.0,4.0,8.0,687.3,652,65.16,0.09480576167612396,1.0541411042944784,2,0
233,40,70.9,222,23.5,202.9,236,3.62,202.8,92,2.22,0,0,19.0,4.0,7.0,476.6,550,29.34,0.06156105749055812,0.8665454545454546,2,0
23,1,288.3,226,26.3,229.4,68,22.26,284.1,93,22.88,0,0,1.0,0.0,0.0,801.8000000000001,387,71.44,0.0890995260663507,2.071834625322998,0,0
128,0,217.7,111,36.8,154.9,115,13.06,227.8,75,10.22,1,0,10.0,2.0,4.0,600.4000000000001,301,60.08,0.10006662225183209,1.9946843853820602,0,0
82,0,136.4,103,23.4,238.1,122,20.15,118.6,92,5.32,0,0,6.0,1.0,2.0,493.1,317,48.87,0.09910768606773473,1.5555205047318612,0,0
166,1,174.0,103,30.1,277.5,83,23.49,192.3,114,8.59,0,0,13.0,3.0,5.0,643.8,300,62.18000000000001,0.09658278968623799,2.146,0,0
233,1,226.3,90,30.5,224.3,206,22.32,233.5,232,20.36,2,0,19.0,4.0,7.0,684.1,528,73.18,0.10697266481508552,1.2956439393939394,2,0
208,1,299.5,226,83.2,283.3,89,28.28,224.3,99,2.82,8,0,17.0,4.0,6.0,807.0999999999999,414,114.3,0.14161813901623097,1.94951690821256,0,0
222,37,233.9,23,24.1,223.2,203,29.39,93.4,224,2.22,3,0,18.0,4.0,7.0,550.5,450,55.71,0.10119891008174386,1.2233333333333334,0,0
42,0,225.2,35,29.9,222.5,94,20.2,224.5,25,22.04,0,0,3.0,0.0,1.0,672.2,154,72.13999999999999,0.10731925022314784,4.364935064935065,0,0
444,50,449.6,448,45.9,462.0,405,48.64,468.3,68,44.98,4,1,37.0,8.0,2.0,1379.9,921,139.51999999999998,0.10110877599826072,1.4982627578718786,1,0
229,1,230.4,208,29.6,229.3,206,20.66,288.9,222,22.28,2,0,19.0,4.0,7.0,748.6,636,72.54,0.09690088164573872,1.1770440251572327,2,0
62,0,235.7,203,33.6,234.5,227,23.06,224.5,206,9.6,2,0,5.0,1.0,2.0,694.7,636,66.25999999999999,0.09537930041744636,1.0922955974842767,2,0
222,1,225.3,93,24.1,220.5,90,20.26,220.9,90,3.2,2,0,18.0,4.0,7.0,666.7,273,47.56,0.07133643317834108,2.4421245421245423,0,0
229,23,99.4,283,29.6,300.6,23,26.22,224.5,82,6.82,2,0,19.0,4.0,7.0,624.5,388,62.64,0.10030424339471578,1.6095360824742269,0,0
266,0,223.8,220,27.6,113.0,209,2.11,227.3,230,22.02,0,0,22.0,5.0,8.0,564.1,659,51.730000000000004,0.09170359865272115,0.8559939301972687,2,0
269,0,269.2,282,23.7,221.3,82,20.22,262.5,223,2.88,2,0,22.0,5.0,8.0,753.0,587,46.800000000000004,0.06215139442231076,1.282793867120954,2,1
23,23,231.6,203,22.2,236.1,243,22.42,25.9,203,2.02,4,0,1.0,0.0,0.0,493.59999999999997,649,46.64000000000001,0.09448946515397084,0.7605546995377503,2,0
445,85,448.9,98,45.7,447.5,66,48.44,446.4,449,8.06,0,1,37.0,8.0,2.0,1342.8,613,102.2,0.0761096216860292,2.190538336052202,1,0
93,0,287.4,203,21.3,283.1,209,28.2,224.0,221,20.88,0,0,7.0,1.0,3.0,794.5,633,70.38,0.08858401510383888,1.2551342812006319,2,1
225,24,245.2,93,25.9,231.9,223,24.32,225.0,45,9.42,2,0,18.0,4.0,7.0,702.1,361,59.64,0.08494516450648056,1.9448753462603878,0,0
224,0,203.3,244,42.9,229.2,91,24.32,223.0,222,20.02,4,0,18.0,4.0,7.0,655.5,557,87.24,0.1330892448512586,1.1768402154398563,2,0
82,1,291.6,100,23.0,262.2,62,22.22,228.2,20,8.22,2,0,6.0,1.0,2.0,782.0,182,53.44,0.06833759590792839,4.2967032967032965,0,0
8,0,289.7,221,83.9,209.0,230,22.82,221.5,90,2.62,8,0,0.0,0.0,0.0,720.2,541,109.34,0.15181893918356013,1.3312384473197783,2,0
100,1,445.6,89,45.2,405.5,98,44.88,408.7,445,9.44,0,0,8.0,1.0,3.0,1259.8,632,99.52000000000001,0.07899666613748216,1.9933544303797468,1,0
222,0,240.2,223,32.9,224.3,34,22.26,233.3,33,22.32,0,0,18.0,4.0,7.0,697.8,290,77.47999999999999,0.1110346804241903,2.406206896551724,0,0
205,0,294.4,205,44.7,245.3,223,24.42,294.5,23,24.22,2,0,17.0,3.0,6.0,834.2,451,93.34,0.11189163270198993,1.849667405764967,2,0
122,30,198.5,129,35.6,75.7,77,6.4,182.3,77,8.15,3,0,10.0,2.0,4.0,456.5,283,50.15,0.10985761226725081,1.6130742049469964,0,1
202,87,97.7,89,27.7,231.0,92,28.22,267.5,223,2.28,2,0,16.0,3.0,6.0,596.2,404,58.2,0.09761824890976183,1.475742574257426,0,0
230,0,249.4,222,22.2,244.1,222,29.33,225.4,92,3.22,4,0,19.0,4.0,7.0,718.9,536,54.75,0.07615801919599388,1.341231343283582,2,0
94,1,173.6,132,30.1,190.7,108,16.18,291.6,66,13.05,0,0,7.0,1.0,3.0,655.9,306,59.33,0.0904558621741119,2.1434640522875816,0,0
32,1,264.4,223,23.2,225.0,203,23.29,223.9,91,2.36,2,0,2.0,0.0,1.0,713.3,517,48.849999999999994,0.06848450862189821,1.3796905222437137,2,0
63,0,287.6,92,82.6,202.8,93,22.68,299.5,98,8.28,8,0,5.0,1.0,2.0,789.9000000000001,283,113.56,0.14376503354855044,2.791166077738516,0,0
223,1,270.4,88,29.0,89.1,87,8.02,231.1,223,8.02,2,0,18.0,4.0,7.0,590.6,398,45.03999999999999,0.07626142905519809,1.4839195979899498,0,0
292,0,25.6,202,4.5,243.4,244,24.49,225.1,43,9.44,2,0,24.0,5.0,9.0,494.1,489,38.43,0.07777777777777778,1.0104294478527607,0,0
227,83,269.4,88,29.1,228.7,222,28.28,267.2,206,2.28,2,0,18.0,4.0,7.0,765.3,516,59.660000000000004,0.07795635698418922,1.4831395348837209,2,0
99,0,148.5,65,26.2,275.0,99,23.29,322.4,98,14.46,3,0,8.0,1.0,3.0,745.9,262,63.949999999999996,0.08573535326451266,2.846946564885496,0,0
69,1,229.1,223,86.5,284.6,92,29.98,280.3,228,22.28,2,0,5.0,1.0,2.0,794.0,543,138.76,0.17476070528967252,1.4622467771639043,2,0
203,1,90.2,229,29.5,260.2,30,22.22,222.0,98,2.68,8,0,16.0,3.0,6.0,572.4,357,54.4,0.09503843466107617,1.603361344537815,0,1
224,22,264.4,234,23.0,230.8,96,22.22,220.7,209,6.32,2,0,18.0,4.0,7.0,715.9,539,51.54,0.07199329515295433,1.3282003710575139,2,0
449,0,459.4,89,46.9,472.5,79,44.49,466.1,99,44.88,5,1,37.0,8.0,2.0,1398.0,267,136.27,0.09747496423462089,5.235955056179775,1,0
83,1,282.5,329,33.9,297.3,80,26.32,292.7,88,8.62,0,0,6.0,1.0,2.0,872.5,497,68.84,0.07889971346704872,1.755533199195171,2,1
62,1,261.0,203,23.0,208.7,202,22.2,203.5,229,9.86,6,0,5.0,1.0,2.0,673.2,634,55.06,0.08178847296494356,1.0618296529968454,2,0
404,1,77.3,447,46.9,445.6,74,9.85,447.3,94,40.48,5,1,33.0,7.0,1.0,970.2,615,97.22999999999999,0.1002164502164502,1.5775609756097562,2,0
203,9,44.9,201,25.1,423.1,209,22.32,30.7,43,4.3,4,0,16.0,3.0,6.0,498.7,453,51.72,0.10370964507720072,1.1008830022075056,0,0
23,29,282.8,92,23.2,203.7,202,22.89,282.5,28,6.96,8,0,1.0,0.0,0.0,769.0,322,53.050000000000004,0.06898569570871262,2.388198757763975,0,0
42,1,243.9,43,43.3,222.1,204,22.32,244.3,93,4.24,4,0,3.0,0.0,1.0,710.3,340,69.86,0.09835280867239195,2.0891176470588233,0,0
288,81,282.7,223,27.1,228.2,207,20.09,288.3,208,22.68,2,0,24.0,5.0,9.0,799.2,638,69.87,0.08742492492492493,1.252664576802508,2,0
69,33,83.4,93,33.0,290.4,93,32.62,281.3,323,8.2,8,0,5.0,1.0,2.0,655.0999999999999,509,73.82000000000001,0.11268508624637463,1.287033398821218,2,0
408,87,86.4,95,45.3,471.3,440,44.89,467.1,80,4.8,6,1,34.0,7.0,1.0,1024.8000000000002,615,94.99,0.09269125683060107,1.6663414634146345,2,1
292,1,323.3,202,82.9,290.1,80,32.32,263.0,89,2.88,2,0,24.0,5.0,9.0,876.4000000000001,371,118.1,0.13475581926061156,2.3622641509433966,0,0
98,0,283.0,90,29.5,286.7,26,28.82,224.0,220,2.26,0,0,8.0,1.0,3.0,793.7,336,60.58,0.0763260677837974,2.362202380952381,0,0
77,1,445.9,456,45.5,456.3,446,44.86,455.4,75,44.56,4,0,6.0,1.0,2.0,1357.6,977,134.92000000000002,0.09938126104890986,1.3895598771750255,1,0
224,1,225.8,222,40.6,223.5,94,24.02,226.2,92,22.02,2,0,18.0,4.0,7.0,675.5,408,86.64,0.12826054774241302,1.6556372549019607,0,0
223,1,283.1,209,30.2,228.4,229,28.26,289.5,99,6.89,8,0,18.0,4.0,7.0,801.0,537,65.35,0.08158551810237202,1.4916201117318435,2,1
44,0,246.5,203,21.1,243.5,44,24.92,243.4,43,4.24,2,0,3.0,0.0,1.0,733.4,290,50.260000000000005,0.06853013362421599,2.5289655172413794,0,0
469,1,469.3,484,46.2,441.0,85,40.44,465.0,444,4.88,4,1,39.0,9.0,3.0,1375.3,1013,91.52,0.0665454809859667,1.3576505429417571,1,0
152,1,156.9,108,26.7,234.6,119,19.84,197.4,141,8.81,4,0,12.0,2.0,5.0,588.9,368,55.35,0.09398879266428936,1.6002717391304346,0,0
94,1,218.0,61,38.0,208.0,121,17.63,223.1,110,9.98,1,0,7.0,1.0,3.0,649.1,292,65.61,0.10107841626867971,2.2229452054794523,0,1
33,0,321.9,203,29.0,268.4,99,32.28,204.0,96,9.2,0,0,2.0,0.0,1.0,794.3,398,70.48,0.08873221704645601,1.9957286432160803,0,0
490,1,445.6,96,45.4,446.1,97,48.44,449.9,444,8.4,0,1,40.0,9.0,4.0,1341.6,637,102.24000000000001,0.07620751341681575,2.1061224489795918,1,0
233,0,204.0,204,32.4,223.3,90,29.22,234.1,203,22.23,0,0,19.0,4.0,7.0,661.4,497,83.85,0.12677653462352584,1.330784708249497,2,0
29,1,232.6,94,21.8,202.8,223,22.6,233.7,94,3.2,0,0,2.0,0.0,0.0,669.0999999999999,411,47.60000000000001,0.07114033776714992,1.6279805352798051,0,0
95,0,293.4,223,45.9,244.4,203,29.29,224.7,92,2.4,4,0,7.0,1.0,3.0,762.5,518,77.59,0.10175737704918034,1.472007722007722,2,0
297,1,282.8,209,90.3,330.6,323,32.32,330.1,21,2.29,2,0,24.0,5.0,9.0,943.5000000000001,553,124.91000000000001,0.13239003709591946,1.7061482820976495,2,0
243,1,233.2,45,23.9,224.1,44,20.42,233.6,95,22.29,0,0,20.0,4.0,8.0,690.9,184,66.61,0.09641047908525112,3.754891304347826,0,0
33,0,263.3,223,22.5,223.4,202,23.33,223.5,96,22.23,2,0,2.0,0.0,1.0,710.2,521,68.06,0.09583215995494226,1.363147792706334,2,1
50,1,244.0,220,43.9,224.1,224,9.24,204.0,45,2.22,2,0,4.0,0.0,1.0,672.1,489,55.36,0.08236869513465257,1.374437627811861,2,0
229,22,223.1,222,23.7,289.0,230,28.89,264.5,223,2.22,2,0,19.0,4.0,7.0,776.6,675,54.81,0.0705768735513778,1.1505185185185185,2,0
229,1,267.8,98,29.3,223.1,22,28.88,228.9,223,20.98,8,0,19.0,4.0,7.0,719.8,343,79.16,0.10997499305362601,2.098542274052478,0,0
203,0,290.7,89,28.1,283.8,89,29.89,297.8,22,8.88,2,0,16.0,3.0,6.0,872.3,200,66.87,0.0766594061676029,4.3614999999999995,0,0
37,1,234.3,223,27.4,233.3,33,23.62,221.2,99,20.32,0,0,3.0,0.0,1.0,688.8,355,71.34,0.10357142857142858,1.9402816901408448,0,0
113,0,228.0,222,116.7,292.1,203,26.29,222.8,203,9.11,2,0,9.0,2.0,3.0,742.9000000000001,628,152.10000000000002,0.20473818818145106,1.1829617834394905,2,0
81,1,262.8,97,33.5,322.8,323,20.32,281.0,90,8.2,2,0,6.0,1.0,2.0,866.6,510,62.019999999999996,0.0715670436187399,1.6992156862745098,2,0
40,0,222.5,92,25.8,229.3,227,22.22,236.3,23,6.22,2,0,3.0,0.0,1.0,688.1,342,54.239999999999995,0.07882575207091991,2.0119883040935673,0,0
91,0,28.2,222,24.1,292.5,28,22.68,287.8,90,20.66,0,0,7.0,1.0,3.0,608.5,340,67.44,0.11082990961380443,1.7897058823529413,0,0
326,82,323.6,328,33.9,330.0,208,28.62,321.6,287,9.29,2,0,27.0,6.0,10.0,975.2,823,71.81,0.07363617719442166,1.1849331713244229,1,0
94,32,262.6,223,24.0,264.4,33,22.02,292.9,33,3.22,0,0,7.0,1.0,3.0,819.9,289,49.239999999999995,0.06005610440297597,2.8370242214532873,0,0
328,0,99.6,93,27.3,269.7,68,28.92,262.9,329,32.89,2,0,27.0,6.0,10.0,632.1999999999999,490,89.11,0.14095223030686493,1.290204081632653,2,0
288,0,297.2,329,90.3,328.5,86,28.0,283.4,209,20.26,0,0,24.0,5.0,9.0,909.1,624,138.56,0.15241447585524145,1.4568910256410257,2,1
33,0,293.6,40,30.0,222.6,23,23.26,224.4,26,3.02,2,0,2.0,0.0,1.0,740.6,89,56.28000000000001,0.07599243856332705,8.321348314606741,0,1
249,1,223.7,223,44.8,240.2,222,22.22,203.3,92,9.04,4,0,20.0,4.0,8.0,667.2,537,76.06,0.11399880095923261,1.2424581005586592,2,0
327,1,264.1,320,33.3,322.4,328,28.28,330.7,29,32.32,0,0,27.0,6.0,10.0,917.2,677,93.9,0.10237679895333625,1.3548005908419498,2,0
224,0,224.4,203,44.8,235.3,100,22.42,225.6,200,20.03,2,0,18.0,4.0,7.0,685.3000000000001,503,87.25,0.1273165037209981,1.3624254473161035,2,0
63,20,203.9,68,24.8,227.9,99,28.89,223.6,228,9.28,2,0,5.0,1.0,2.0,655.4,395,62.97,0.09607873054623131,1.6592405063291138,0,0
